date,time,title1,Taux,remuneration,versements,epargne,Partie Triplex,Partie Duplex,LDDS,Calcul et versement des intérêts,Solidarité,Territoires,Économie sociale et solidaire,Mentions légales
2023-08-11,05:07:15,Profitez d’une rémunération de 3% nets sur votre épargne tout en contribuant à des projets de développement durable et solidaire.,3% nets1 d’impôts et de prélèvements sociaux jusqu’à 12 000 €,2 niveaux de rémunération au-delà de 12 000 €,10 € minimum,Épargne disponible à tout moment,,,,Les intérêts du Livret de Développement Durable et Solidaire sont calculés par quinzaine et versés chaque année au 31 décembre de l’année en cours.,,,,"Janvier 2023
1 Taux nominal annuel net du LDDS au 01/02/2023, susceptible de modification selon la réglementation.
2 Taux nominal annuel brut au 01/01/2023, susceptible de modification.
3 La liste des partenaires est susceptible de modification.
4 Nous attirons votre attention sur le fait que certains organismes bénéficiaires pourraient se réserver la possibilité de ne pas délivrer d’attestation fiscale pour des dons de faibles montants.
5 Dans le cadre de votre abonnement à notre service de banque en ligne CMUT Direct. Ce service n’inclut pas l’abonnement auprès du fournisseur d’accès à internet."
