date,time,username,Profile_name,account_status,posts_number,Followers,Following,bio,joined,birthdate,link,categories,location,profile_pic,background_pic
2023-08-10,23:58:14,@X,X,verified,14.9K posts,0,66.3M,What's happening?!,Joined February 2007,-,about.x.com,-,everywhere,https://pbs.twimg.com/profile_images/1666063330010710016/MwvfI8KZ_200x200.jpg,https://pbs.twimg.com/profile_banners/158478342/1680545848/1080x360
