date,time,username,Profile_name,account_status,posts_number,Followers,Following,bio,joined,birthdate,link,categories,location,profile_pic,background_pic
2023-08-11,00:34:09,@elonmusk,Elon Musk,verified,29.2K posts,408,152.5M,Blades of Glory,Joined June 2009,-,-,-,𝕏Ð,https://pbs.twimg.com/profile_images/1509808420030844929/ifEhyqHM_200x200.jpg,https://pbs.twimg.com/profile_banners/3429950987/1666617954/1080x360
